jobType,jobNo,jobName,jobNameSnippet,jobRole,jobRo,jobAddrNo,jobAddrNoDesc,jobAddress,description,descWithoutHighlight,optionEdu,period,periodDesc,applyCnt,applyType,applyDesc,custNo,custName,coIndustry,coIndustryDesc,salaryLow,salaryHigh,salaryDesc,s10,appearDate,appearDateDesc,optionZone,isApply,applyDate,userApplyCount,isSave,descSnippet,tags,landmark,link,jobsource,jobNameRaw,custNameRaw,lon,lat,remoteWorkType,major,salaryType,dist,mrt,mrtDesc,isActivelyHiring
0,14510622,Senior Backend Engineer - Python,Senior Backend Engineer - <em class='b-txt--highlight'>Python</em>,1,1,6001001011,台北市南港區,園區街3之2號9樓,"加入我們，參與和改進以下領域的應用開發： 

SaaS 平台：打造一個高度可靠的雲端平台，具有強大的服務水準協議 (SLA)。優化現有架構，實現自動化部署，以確保系統性能的最佳表現。  

AWS 雲端和本地基礎架構： 我們的系統主要部署在 AWS Lightsail 上，我們正在尋求您的專業知識，以利用微服務架構，使其能夠兼容將軟體部署到客戶的本地伺服器上。

產品擴展專案和內部工具： 參與客戶管理系統、郵件傳送系統、系統穩定性監控工具和客服回報系統的開發。這些改進旨在提升我們客戶的整體產品體驗。


Join us in developing and enhancing applications in the following domains:

SaaS Platform: Construct a highly reliable cloud platform with a strong Service Level Agreement (SLA). Improve the existing architecture and implement automated deployment to ensure optimal system performance.   

AWS Cloud and On-Premises Infrastructure: Our system primarily deploys on AWS Lightsail, and we are seeking your expertise in utilizing microservices architecture, making it compatible for deploying software to customers&#039; on-premises servers.

Product Extension Projects and Internal Tools: Contribute to the development of customer management systems, email delivery systems, system stability monitoring tools, and customer support reporting systems. These enhancements aim to elevate the overall product experience for our customers.


我們期待你具備有以下特質：

積極學習技術：對底層系統架構和技術原理充滿熱情，主動追求新知識。
團隊溝通：良好的團隊合作和溝通能力對我們的項目至關重要。
樂於解決技術問題與分享：喜歡解決挑戰性的技術問題，並樂於分享知識和解決經驗。


We expect you to possess the following qualities:

Proactive Technology Learning: Enthusiastic about understanding underlying system architecture and technical principles, actively pursuing new knowledge.
Team Communication: Strong team collaboration and communication skills are crucial for our projects.
Passion for Problem Solving and Knowledge Sharing: Enjoy tackling challenging technical issues and are willing to share your knowledge and problem-solving experiences.","加入我們，參與和改進以下領域的應用開發： 

SaaS 平台：打造一個高度可靠的雲端平台，具有強大的服務水準協議 (SLA)。優化現有架構，實現自動化部署，以確保系統性能的最佳表現。  

AWS 雲端和本地基礎架構： 我們的系統主要部署在 AWS Lightsail 上，我們正在尋求您的專業知識，以利用微服務架構，使其能夠兼容將軟體部署到客戶的本地伺服器上。

產品擴展專案和內部工具： 參與客戶管理系統、郵件傳送系統、系統穩定性監控工具和客服回報系統的開發。這些改進旨在提升我們客戶的整體產品體驗。


Join us in developing and enhancing applications in the following domains:

SaaS Platform: Construct a highly reliable cloud platform with a strong Service Level Agreement (SLA). Improve the existing architecture and implement automated deployment to ensure optimal system performance.   

AWS Cloud and On-Premises Infrastructure: Our system primarily deploys on AWS Lightsail, and we are seeking your expertise in utilizing microservices architecture, making it compatible for deploying software to customers' on-premises servers.

Product Extension Projects and Internal Tools: Contribute to the development of customer management systems, email delivery systems, system stability monitoring tools, and customer support reporting systems. These enhancements aim to elevate the overall product experience for our customers.


我們期待你具備有以下特質：

積極學習技術：對底層系統架構和技術原理充滿熱情，主動追求新知識。
團隊溝通：良好的團隊合作和溝通能力對我們的項目至關重要。
樂於解決技術問題與分享：喜歡解決挑戰性的技術問題，並樂於分享知識和解決經驗。


We expect you to possess the following qualities:

Proactive Technology Learning: Enthusiastic about understanding underlying system architecture and technical principles, actively pursuing new knowledge.
Team Communication: Strong team collaboration and communication skills are crucial for our projects.
Passion for Problem Solving and Knowledge Sharing: Enjoy tackling challenging technical issues and are willing to share your knowledge and problem-solving experiences.",專科,04,3年以上,00007,2,6~10人應徵,130000000154369,塔台智能網絡股份有限公司,1001001002,電腦軟體服務業,1100000,1300000,"年薪1,100,000~1,300,000元",60,20250606,6/06,8388608,0,,0,0,"加入我們，參與和改進以下領域的應用開發： 

SaaS 平台：打造一個高度可靠的雲端平台，具有強大的服務水準協議 (SLA)。優化現有架構，實現自動化部署，以確保系統性能的最佳表現。  

AWS 雲端和本地基礎架構： 我們的系統主要部署在 AWS Lightsail 上，我們正在尋求您的專業知識，以利用微服務架構，使其能夠兼容將軟體部署到客戶的本地伺服器上。

產品擴展專案和內部工具： 參與客戶管理系統、郵件傳送系統、系統穩定性監控工具和客服回報系統的開發。這些改進旨在提升我們客戶的整體產品體驗。


Join us in developing and enhancing applications in the following domains:

SaaS Platform: Construct a highly reliable cloud platform with a strong Service Level Agreement (SLA). Improve the existing architecture and implement automated deployment to ensure optimal system performance.   

AWS Cloud and On-Premises Infrastructure: Our system primarily deploys on AWS Lightsail, and we are seeking your expertise in utilizing microservices architecture, making it compatible for deploying software to customers&#039; on-premises servers.

Product Extension Projects and Internal Tools: Contribute to the development of customer management systems, email delivery systems, system stability monitoring tools, and customer support reporting systems. These enhancements aim to elevate the overall product experience for our customers.


我們期待你具備有以下特質：

積極學習技術：對底層系統架構和技術原理充滿熱情，主動追求新知識。
團隊溝通：良好的團隊合作和溝通能力對我們的項目至關重要。
樂於解決技術問題與分享：喜歡解決挑戰性的技術問題，並樂於分享知識和解決經驗。


We expect you to possess the following qualities:

Proactive Technology Learning: Enthusiastic about understanding underlying system architecture and technical principles, actively pursuing new knowledge.
Team Communication: Strong team collaboration and communication skills are crucial for our projects.
Passion for Problem Solving and Knowledge Sharing: Enjoy tackling challenging technical issues and are willing to share your knowledge and problem-solving experiences.","{'emp': {'desc': '員工7人', 'param': '2'}}",距捷運南港軟體園區站約440公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8n0gu?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8n0gu?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6blaf5?jobsource=n104bank2'}",,Senior Backend Engineer - Python,塔台智能網絡股份有限公司,121.6119783,25.0583599,0,[],Y,0.44,99001001023,捷運南港軟體園區站,False
0,13960936,python工程師,<em class='b-txt--highlight'>python</em>工程師,1,1,6001002021,新北市新莊區,莊崑路37號1樓,"續改進使用體驗。
維護相關程式碼，確保系統穩定運行。

【工作技能】
熟悉[[[Python]]]及相關技術。
熟悉Mysql。
能夠熟練地傳接API（例如：POST、GET等）。
能夠自主學習新技術。
良好的溝通和適時發問能力。
會使用基本的git版本控制。","續改進使用體驗。
維護相關程式碼，確保系統穩定運行。

【工作技能】
熟悉Python及相關技術。
熟悉Mysql。
能夠熟練地傳接API（例如：POST、GET等）。
能夠自主學習新技術。
良好的溝通和適時發問能力。
會使用基本的git版本控制。",專科,00,經歷不拘,00011,3,11~30人應徵,130000000207493,三弦科技有限公司,1001001002,電腦軟體服務業,0040000,9999999,"月薪40,000元以上",50,20250609,6/09,0,0,,0,0,"續改進使用體驗。
維護相關程式碼，確保系統穩定運行。

【工作技能】
熟悉<em class='b-txt--highlight'>Python</em>及相關技術。
熟悉Mysql。
能夠熟練地傳接API（例如：POST、GET等）。
能夠自主學習新技術。
良好的溝通和適時發問能力。
會使用基本的git版本控制。",[],,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8b8bs?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8b8bs?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bmfet?jobsource=n104bank2'}",,python工程師,三弦科技有限公司,121.4315992,24.9996361,0,['資訊工程相關'],M,,,,True
0,13128191,全端工程師 Golang &amp; Python,全端工程師 Golang &amp; <em class='b-txt--highlight'>Python</em>,1,1,6001001011,台北市南港區,經貿二路2號,"案風險之管理與排除。

1. 擁有 Golang、[[[Python]]]、Html5、React/ Vue.js、Node.js、Web API 等技術的程式開發使用經驗 。
2.負責軟體之分析、設計以及程式撰寫。
3.規劃執行軟體架構及模組之設計，並控管軟","案風險之管理與排除。

1. 擁有 Golang、Python、Html5、React/ Vue.js、Node.js、Web API 等技術的程式開發使用經驗 。
2.負責軟體之分析、設計以及程式撰寫。
3.規劃執行軟體架構及模組之設計，並控管軟",專科,06,5年以上,00004,1,0~5人應徵,130000000001653,晁碁科技股份有限公司,1001001006,其它軟體及網路相關業,0000000,0000000,待遇面議,10,20250607,6/07,8388608,0,,0,0,"案風險之管理與排除。

1. 擁有 Golang、<em class='b-txt--highlight'>Python</em>、Html5、React/ Vue.js、Node.js、Web API 等技術的程式開發使用經驗 。
2.負責軟體之分析、設計以及程式撰寫。
3.規劃執行軟體架構及模組之設計，並控管軟","{'emp': {'desc': '員工8人', 'param': '2'}}",距捷運南港展覽館站約30公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/7tdrz?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/7tdrz?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bi0l1?jobsource=n104bank2'}",,全端工程師 Golang & Python,晁碁科技股份有限公司,121.6158304,25.0563175,0,[],,0.03,99001001024,捷運南港展覽館站,True
0,14160537,"[PD] System Engineer (Python, System)","[PD] System Engineer (<em class='b-txt--highlight'>Python</em>, System)",1,1,6001001010,台北市內湖區,行愛路77巷16號8樓,"•	產品是基於 Linux-based OS 的資安防護系統，針對客戶網站進行防護
•	透過 [[[Python]]] 處理整體系統的業務邏輯、資料庫存取以及服務之間的串接、設定
•	實現並管理 Linux 系統服務, 使其可以成為長期運行且穩定的系統
•","•	產品是基於 Linux-based OS 的資安防護系統，針對客戶網站進行防護
•	透過 Python 處理整體系統的業務邏輯、資料庫存取以及服務之間的串接、設定
•	實現並管理 Linux 系統服務, 使其可以成為長期運行且穩定的系統
•",大學,04,3年以上,00003,1,0~5人應徵,80260294000,動力安全資訊股份有限公司,1001001001,電腦系統整合服務業,0000000,0000000,待遇面議,10,20250609,6/09,0,0,,0,0,"•	產品是基於 Linux-based OS 的資安防護系統，針對客戶網站進行防護
•	透過 <em class='b-txt--highlight'>Python</em> 處理整體系統的業務邏輯、資料庫存取以及服務之間的串接、設定
•	實現並管理 Linux 系統服務, 使其可以成為長期運行且穩定的系統
•","{'emp': {'desc': '員工300人', 'param': '7'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8fic9?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8fic9?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/10vcwn74?jobsource=n104bank2'}",,"[PD] System Engineer (Python, System)",動力安全資訊股份有限公司,121.5816379,25.0629852,0,"['資訊工程相關', '其他數學及電算機科學相關']",,,,,False
0,13306383,Python 軟體工程師,<em class='b-txt--highlight'>Python</em> 軟體工程師,1,1,6001001004,台北市松山區,民權東路三段144號13樓1521室,"網路架構及 Web 應用基本知識
3、能夠撰寫 [[[Python]]] 資料處理腳本或是 Web API
4、了解 RDBMS 及 NoSQL
5、良好溝通能力, 能夠與其他團隊協作
6、分析及解決問題的能力
7、對程式開發有興趣, 能夠持續學習新知識並應用","網路架構及 Web 應用基本知識
3、能夠撰寫 Python 資料處理腳本或是 Web API
4、了解 RDBMS 及 NoSQL
5、良好溝通能力, 能夠與其他團隊協作
6、分析及解決問題的能力
7、對程式開發有興趣, 能夠持續學習新知識並應用",高中,02,1年以上,00007,2,6~10人應徵,130000000093134,烏龜移動科技股份有限公司,1006003001,廣告行銷公關業,0040000,0060000,"月薪40,000~60,000元",50,20250610,6/10,0,0,,0,0,"網路架構及 Web 應用基本知識
3、能夠撰寫 <em class='b-txt--highlight'>Python</em> 資料處理腳本或是 Web API
4、了解 RDBMS 及 NoSQL
5、良好溝通能力, 能夠與其他團隊協作
6、分析及解決問題的能力
7、對程式開發有興趣, 能夠持續學習新知識並應用","{'emp': {'desc': '員工35人', 'param': '4'}}",距捷運中山國中站約310公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/7x79r?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/7x79r?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bjz66?jobsource=n104bank2'}",,Python 軟體工程師,烏龜移動科技股份有限公司,121.5471202,25.0617,0,[],M,0.31,99001001012,捷運中山國中站,False
2,12642985,[台北] 資深後端工程師 Senior Backend Engineer (Python/Django),[台北] 資深後端工程師 Senior Backend Engineer (<em class='b-txt--highlight'>Python</em>/Django),1,1,6001001005,台北市大安區,,"
-
▋What You Must Have:
▸ Proficient in [[[Python]]] and Experience [[[Python]]] web frameworks (We use Django &amp; Django Rest Framework)","
-
▋What You Must Have:
▸ Proficient in Python and Experience Python web frameworks (We use Django & Django Rest Framework)",大學,00,經歷不拘,00006,2,6~10人應徵,130000000184064,"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",1001001002,電腦軟體服務業,0090000,0150000,"月薪90,000~150,000元",50,20250330,3/30,4096,0,,0,0,"
-
▋What You Must Have:
▸ Proficient in <em class='b-txt--highlight'>Python</em> and Experience <em class='b-txt--highlight'>Python</em> web frameworks (We use Django &amp; Django Rest Framework)","{'emp': {'desc': '員工70人', 'param': '5'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/7ize1?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/7ize1?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6blxc0?jobsource=n104bank2'}",,[台北] 資深後端工程師 Senior Backend Engineer (Python/Django),"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",121.5433783,25.0249441,0,['資訊工程相關'],M,,,,False
0,14370847,軟體工程師（Python）,軟體工程師（<em class='b-txt--highlight'>Python</em>）,1,1,6001006001,新竹市,,"1. 軟體程式撰寫（AI輔助），進度管控。
2. 相關系統測試與修改。

","1. 軟體程式撰寫（AI輔助），進度管控。
2. 相關系統測試與修改。

",專科,00,經歷不拘,00006,2,6~10人應徵,130000000243793,東籬資訊股份有限公司,1001001001,電腦系統整合服務業,0000000,0000000,待遇面議,10,20250525,5/25,0,0,,0,0,"1. 軟體程式撰寫（AI輔助），進度管控。
2. 相關系統測試與修改。

","{'emp': {'desc': '員工6人', 'param': '2'}, 'remote': {'desc': '遠端工作'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8k0m7?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8k0m7?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bn7f5?jobsource=n104bank2'}",,軟體工程師（Python）,東籬資訊股份有限公司,120.9674798,24.8138287,2,[],,,,,True
0,14571163,Carrier Lab 自動化測試程式開發 (Python) | 工作地點: 新北市,Carrier Lab 自動化測試程式開發 (<em class='b-txt--highlight'>Python</em>) | 工作地點: 新北市,1,1,6001002003,新北市板橋區,,"進行工具部署與測試作業。

工作內容
- 實驗室自動化工具開發
   (1) 使用[[[Python]]]開發實驗室日常操作自動化工具，整合不同測試設備廠商提供的API。 
   (2) 維護與優化現有工具，擴展對更多測試設備的支援。 
   (3) 與實驗室","進行工具部署與測試作業。

工作內容
- 實驗室自動化工具開發
   (1) 使用Python開發實驗室日常操作自動化工具，整合不同測試設備廠商提供的API。 
   (2) 維護與優化現有工具，擴展對更多測試設備的支援。 
   (3) 與實驗室",專科,04,3年以上,00004,1,0~5人應徵,130000000223034,Tezerakt_美商立方體有限公司台灣分公司,1008003001,工商顧問服務業,0000000,0000000,待遇面議,10,20250610,6/10,64,0,,0,0,"進行工具部署與測試作業。

工作內容
- 實驗室自動化工具開發
   (1) 使用<em class='b-txt--highlight'>Python</em>開發實驗室日常操作自動化工具，整合不同測試設備廠商提供的API。 
   (2) 維護與優化現有工具，擴展對更多測試設備的支援。 
   (3) 與實驗室","{'zoneForeign': {'desc': '外商公司', 'param': 5}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8ob6j?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8ob6j?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bmrei?jobsource=n104bank2'}",,Carrier Lab 自動化測試程式開發 (Python) | 工作地點: 新北市,Tezerakt_美商立方體有限公司台灣分公司,121.4618415,25.0114095,0,[],,,,,False
2,12642979,[台北/高雄] 後端工程師 Backend Engineer (Python/Django),[台北/高雄] 後端工程師 Backend Engineer (<em class='b-txt--highlight'>Python</em>/Django),1,1,6001001005,台北市大安區,忠孝東路三段136號9樓之5," use

▋What Skill/Experience You Must Have:
▸ Proficient in [[[Python]]] and Experience [[[Python]]] web frameworks (We use Django &amp;"," use

▋What Skill/Experience You Must Have:
▸ Proficient in Python and Experience Python web frameworks (We use Django &",大學,00,經歷不拘,00008,2,6~10人應徵,130000000184064,"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",1001001002,電腦軟體服務業,0050000,0080000,"月薪50,000~80,000元",50,20250330,3/30,4096,0,,0,0," use

▋What Skill/Experience You Must Have:
▸ Proficient in <em class='b-txt--highlight'>Python</em> and Experience <em class='b-txt--highlight'>Python</em> web frameworks (We use Django &amp;","{'emp': {'desc': '員工70人', 'param': '5'}}",距捷運忠孝新生站約490公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/7izdv?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/7izdv?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6blxc0?jobsource=n104bank2'}",,[台北/高雄] 後端工程師 Backend Engineer (Python/Django),"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",121.537672,25.041446,0,['資訊工程相關'],M,0.49,99001004007,捷運忠孝新生站,False
0,11828757,Python 後端工程師,<em class='b-txt--highlight'>Python</em> 後端工程師,1,1,6001001007,台北市信義區,基隆路一段178號4樓," Test）。

[ 基本條件 ]
1. 有以 [[[Python]]] 作為後端開發一年以上的經驗。
2. 了解 SQL 或 NoSQL 資料庫，使用 MSSQL／MongoDB 尤佳。
3. 基本資料結構及演算法等。
4. 基本 Git 版本控制。
5. 基本"," Test）。

[ 基本條件 ]
1. 有以 Python 作為後端開發一年以上的經驗。
2. 了解 SQL 或 NoSQL 資料庫，使用 MSSQL／MongoDB 尤佳。
3. 基本資料結構及演算法等。
4. 基本 Git 版本控制。
5. 基本",專科,00,經歷不拘,00010,2,6~10人應徵,130000000130848,光禾感知科技股份有限公司,1001001006,其它軟體及網路相關業,0000000,0000000,待遇面議,10,20250528,5/28,0,0,,0,0," Test）。

[ 基本條件 ]
1. 有以 <em class='b-txt--highlight'>Python</em> 作為後端開發一年以上的經驗。
2. 了解 SQL 或 NoSQL 資料庫，使用 MSSQL／MongoDB 尤佳。
3. 基本資料結構及演算法等。
4. 基本 Git 版本控制。
5. 基本","{'emp': {'desc': '員工40人', 'param': '4'}}",距捷運市政府站約200公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/71j4l?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/71j4l?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bks9s?jobsource=n104bank2'}",,Python 後端工程師,光禾感知科技股份有限公司,121.5649235,25.0424036,0,"['資訊工程相關', '電機電子工程相關', '資訊管理相關']",,0.2,99001005018,捷運市政府站,False
0,13501167,Odoo ERP(Python)軟體工程師(台中),Odoo ERP(<em class='b-txt--highlight'>Python</em>)軟體工程師(台中),1,1,6001008005,台中市北區,台灣大道二段360號17樓之2,"***面試時會需要上機寫程式測驗，希望能透過程式語言來認識您的程式美學***

Odoo ERP是來自於比利時知名的ERP系統，使用[[[Python]]]的程式語言，友善的介面彈性的開發架構，深受國際知名大廠的喜愛。
歡迎對ERP有興趣的[[[Python]]]工程師","***面試時會需要上機寫程式測驗，希望能透過程式語言來認識您的程式美學***

Odoo ERP是來自於比利時知名的ERP系統，使用Python的程式語言，友善的介面彈性的開發架構，深受國際知名大廠的喜愛。
歡迎對ERP有興趣的Python工程師",大學,02,1年以上,00002,1,0~5人應徵,130000000159910,艾創點數位股份有限公司,1001001002,電腦軟體服務業,0035000,0050000,"月薪35,000~50,000元",50,20250608,6/08,0,0,,0,0,"***面試時會需要上機寫程式測驗，希望能透過程式語言來認識您的程式美學***

Odoo ERP是來自於比利時知名的ERP系統，使用<em class='b-txt--highlight'>Python</em>的程式語言，友善的介面彈性的開發架構，深受國際知名大廠的喜愛。
歡迎對ERP有興趣的<em class='b-txt--highlight'>Python</em>工程師","{'emp': {'desc': '員工40人', 'param': '4'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/81dkf?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/81dkf?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6blep2?jobsource=n104bank2'}",,Odoo ERP(Python)軟體工程師(台中),艾創點數位股份有限公司,120.6652542,24.1545318,0,[],M,,,,False
0,13589721,python工程師,<em class='b-txt--highlight'>python</em>工程師,1,1,6001001003,台北市中山區,松江路129號11樓,"在客戶端依照需求開發
2年以上爬蟲, 資料處理經驗
熟悉mssql, mysql","在客戶端依照需求開發
2年以上爬蟲, 資料處理經驗
熟悉mssql, mysql",專科,03,2年以上,00003,1,0~5人應徵,130000000208915,騰芯數位有限公司,1001001002,電腦軟體服務業,0045000,0070000,"月薪45,000~70,000元",50,20250603,6/03,0,0,,0,0,"在客戶端依照需求開發
2年以上爬蟲, 資料處理經驗
熟悉mssql, mysql",[],距捷運松江南京站約200公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/839w9?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/839w9?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bmgib?jobsource=n104bank2'}",,python工程師,騰芯數位有限公司,121.5333449,25.0538169,0,"['資訊管理相關', '資訊工程相關']",M,0.2,99001003016,捷運松江南京站,False
